source,target,weight,community
Sakonji,Haganezuka,5,1
Sakonji,Kazumi,5,1
Sakonji,Kyogai,5,1
Sakonji,Zenitsu,5,1
Sakonji,Sanemi,6,1
Sakonji,Kyojuro,5,1
Sakonji,Muzan,5,1
Sakonji,Tengen,5,1
Sakonji,Suma,6,1
Sakonji,Tamayo,6,1
Sakonji,Sumihiko,5,1
Sakonji,Jigoro,6,1
Sakonji,Yoshiteru,5,1
Sabito,Tsutako,6,1
Sabito,Sumihiko,5,1
Haganezuka,Kie,5,4
Haganezuka,Tamayo,5,4
Haganezuka,Inosuke,12,4
Haganezuka,Kanamori,6,4
Haganezuka,Gyokko,5,4
Haganezuka,Kotetsu,5,4
Tanjuro,Kie,6,1
Tanjuro,Akaza,5,1
Kasugai,Inosuke,5,2
Kasugai,Shinobu,12,2
Kasugai,Zenitsu,5,2
Kasugai,Tengen,5,2
Kasugai,Kanao,5,2
Kasugai,Tamayo,6,2
Kasugai,Muzan,6,2
Kasugai,Yushiro,6,2
Kasugai,Akaza,5,2
Kasugai,Kokushibo,5,2
Kasugai,Kiriya,10,2
Kazumi,Satoko,15,1
Muzan,Asakusa,11,2
Muzan,Tamayo,140,2
Muzan,Yushiro,84,2
Muzan,Yahaba,6,2
Muzan,Susamaru,11,2
Muzan,Kyogai,5,2
Muzan,Kiyoshi,5,2
Muzan,Rui,15,2
Muzan,Sanemi,34,2
Muzan,Tengen,5,2
Muzan,Kagaya,82,2
Muzan,Enmu,5,2
Muzan,Akaza,44,2
Muzan,Omitsu,5,2
Muzan,Zenitsu,40,2
Muzan,Daki,6,2
Muzan,Kokushibo,47,2
Muzan,Gyutaro,6,2
Muzan,Mitsuri,53,2
Muzan,Hantengu,5,2
Muzan,Muichiro,16,2
Muzan,Gyomei,67,2
Muzan,Nichika,5,2
Muzan,Hinaki,5,2
Muzan,Shinobu,10,2
Muzan,Kuina,20,2
Muzan,Kaigaku,5,2
Muzan,Senjuro,5,2
Muzan,Koyuki,6,2
Muzan,Inosuke,34,2
Muzan,Obanai,70,2
Muzan,Yoriichi,84,2
Muzan,Kiriya,40,2
Muzan,Nakime,6,2
Muzan,Takeuchi,5,2
Muzan,Kanata,5,2
Muzan,Murata,6,2
Muzan,Shinjuro,6,2
Muzan,Kakushi,29,2
Muzan,Kanao,5,2
Muzan,Kyojuro,5,2
Asakusa,Tamayo,6,2
Asakusa,Yushiro,6,2
Tamayo,Yushiro,105,2
Tamayo,Yahaba,12,2
Tamayo,Susamaru,28,2
Tamayo,Zenitsu,5,2
Tamayo,Kyogai,5,2
Tamayo,Kagaya,16,2
Tamayo,Kakushi,5,2
Tamayo,Shinobu,5,2
Tamayo,Daki,6,2
Tamayo,Tengen,5,2
Tamayo,Chachamaru,6,2
Tamayo,Muichiro,5,2
Tamayo,Akaza,5,2
Tamayo,Kanae,5,2
Tamayo,Takeuchi,6,2
Tamayo,Kiriya,5,2
Tamayo,Yoriichi,15,2
Tamayo,Michikatsu,17,2
Tamayo,Sanemi,5,2
Tamayo,Obanai,5,2
Tamayo,Gyomei,5,2
Tamayo,Kanao,5,2
Tamayo,Goto,6,2
Tamayo,Yoshiteru,6,2
Yushiro,Yahaba,5,2
Yushiro,Susamaru,15,2
Yushiro,Kyogai,6,2
Yushiro,Chachamaru,10,2
Yushiro,Kagaya,5,2
Yushiro,Kanata,6,2
Yushiro,Kiriya,11,2
Yushiro,Zenitsu,6,2
Yushiro,Kaigaku,5,2
Yushiro,Murata,16,2
Yushiro,Takeuchi,17,2
Yushiro,Nakime,17,2
Yushiro,Gyomei,6,2
Yushiro,Mitsuri,5,2
Yushiro,Obanai,16,2
Yushiro,Kanao,5,2
Yushiro,Kakushi,5,2
Yahaba,Susamaru,11,2
Zenitsu,Teruko,15,0
Zenitsu,Shoichi,57,0
Zenitsu,Kiyoshi,5,0
Zenitsu,Kyogai,16,0
Zenitsu,Inosuke,270,0
Zenitsu,Gramps,36,0
Zenitsu,Shinobu,34,0
Zenitsu,Hisa,6,0
Zenitsu,Kakushi,11,0
Zenitsu,Murata,18,0
Zenitsu,Aoi,16,0
Zenitsu,Kanao,29,0
Zenitsu,Kanamori,5,0
Zenitsu,Kyojuro,26,0
Zenitsu,Enmu,5,0
Zenitsu,Akaza,5,0
Zenitsu,Kiyo,6,0
Zenitsu,Tengen,71,0
Zenitsu,Koinatsu,5,0
Zenitsu,Hinatsuru,5,0
Zenitsu,Omitsu,5,0
Zenitsu,Suma,6,0
Zenitsu,Daki,27,0
Zenitsu,Gyutaro,6,0
Zenitsu,Hantengu,5,0
Zenitsu,Sumi,6,0
Zenitsu,Sanemi,38,0
Zenitsu,Genya,6,0
Zenitsu,Gyomei,18,0
Zenitsu,Kaigaku,84,0
Zenitsu,Jigoro,23,0
Zenitsu,Kokushibo,5,0
Zenitsu,Obanai,6,0
Teruko,Shoichi,6,1
Teruko,Kyogai,11,1
Teruko,Kiyoshi,12,1
Shoichi,Kiyoshi,5,1
Kyogai,Kiyoshi,10,1
Inosuke,Hisa,10,3
Inosuke,Murata,16,3
Inosuke,Rui,5,3
Inosuke,Ozaki,5,3
Inosuke,Shinobu,59,3
Inosuke,Aoi,6,3
Inosuke,Kakushi,10,3
Inosuke,Kanao,95,3
Inosuke,Kanamori,12,3
Inosuke,Kyojuro,24,3
Inosuke,Enmu,37,3
Inosuke,Akaza,20,3
Inosuke,Tengen,77,3
Inosuke,Makio,5,3
Inosuke,Daki,34,3
Inosuke,Suma,5,3
Inosuke,Gyutaro,11,3
Inosuke,Goto,11,3
Inosuke,Kiyo,5,3
Inosuke,Genya,11,3
Inosuke,Gyomei,12,3
Inosuke,Sanemi,5,3
Inosuke,Doma,11,3
Inosuke,Kotoha,17,3
Inosuke,Obanai,6,3
Kagaya,Shinobu,5,2
Kagaya,Sanemi,52,2
Kagaya,Kakushi,10,2
Kagaya,Kyojuro,5,2
Kagaya,Tengen,6,2
Kagaya,Gyutaro,5,2
Kagaya,Hotaru,5,2
Kagaya,Muichiro,10,2
Kagaya,Zohakuten,5,2
Kagaya,Mitsuri,6,2
Kagaya,Gyomei,50,2
Kagaya,Amane,5,2
Kagaya,Genya,5,2
Kagaya,Sayo,5,2
Kagaya,Hinaki,5,2
Kagaya,Nichika,5,2
Kagaya,Kiriya,5,2
Kagaya,Kanae,11,2
Kagaya,Masachika,6,2
Shinobu,Murata,10,3
Shinobu,Rui,15,3
Shinobu,Kakushi,6,3
Shinobu,Sanemi,6,3
Shinobu,Kanao,133,3
Shinobu,Kyojuro,6,3
Shinobu,Tengen,5,3
Shinobu,Kiyo,5,3
Shinobu,Goto,6,3
Shinobu,Muichiro,17,3
Shinobu,Gyomei,11,3
Shinobu,Genya,5,3
Shinobu,Obanai,6,3
Shinobu,Kanae,43,3
Shinobu,Doma,16,3
Shinobu,Kuina,6,3
Shinobu,Kiriya,6,3
Shinobu,Kotoha,5,3
Shinobu,Aoi,5,3
Shinobu,Akaza,5,3
Murata,Rui,11,6
Murata,Kaigaku,5,6
Murata,Muichiro,5,6
Murata,Sanemi,5,6
Murata,Takeuchi,17,6
Murata,Tojuro,5,6
Murata,Sumihiko,6,6
Rui,Ozaki,5,1
Rui,Enmu,5,1
Kakushi,Mitsuri,17,3
Kakushi,Kanao,15,3
Kakushi,Kyojuro,5,3
Kakushi,Goto,6,3
Kakushi,Tengen,6,3
Kakushi,Naho,5,3
Kakushi,Hotaru,6,3
Kakushi,Kiriya,17,3
Kakushi,Kaigaku,5,3
Kakushi,Gyomei,6,3
Kakushi,Sanemi,6,3
Mitsuri,Obanai,50,4
Mitsuri,Muichiro,58,4
Mitsuri,Sanemi,5,4
Mitsuri,Tengen,23,4
Mitsuri,Genya,15,4
Mitsuri,Hotaru,6,4
Mitsuri,Tecchin,10,4
Mitsuri,Zohakuten,21,4
Mitsuri,Hantengu,18,4
Mitsuri,Gyomei,11,4
Mitsuri,Serpent,6,4
Mitsuri,Nakime,16,4
Mitsuri,Kuina,5,4
Mitsuri,Yoshiteru,6,4
Obanai,Kyojuro,6,4
Obanai,Sanemi,29,4
Obanai,Tengen,5,4
Obanai,Akaza,5,4
Obanai,Zohakuten,5,4
Obanai,Muichiro,6,4
Obanai,Serpent,5,4
Obanai,Nakime,6,4
Obanai,Shinjuro,5,4
Obanai,Gyomei,10,4
Obanai,Kokushibo,5,4
Obanai,Yoshiteru,5,4
Gyomei,Tengen,11,4
Gyomei,Sanemi,73,4
Gyomei,Hotaru,5,4
Gyomei,Genya,15,4
Gyomei,Sayo,5,4
Gyomei,Muichiro,21,4
Gyomei,Kanae,5,4
Gyomei,Kokushibo,92,4
Gyomei,Kanao,5,4
Gyomei,Kaigaku,5,4
Tengen,Aoi,18,0
Tengen,Kanao,6,0
Tengen,Naho,5,0
Tengen,Kiyo,6,0
Tengen,Sumi,6,0
Tengen,Koinatsu,6,0
Tengen,Suma,23,0
Tengen,Makio,41,0
Tengen,Omitsu,5,0
Tengen,Hinatsuru,51,0
Tengen,Daki,49,0
Tengen,Gyutaro,104,0
Tengen,Kyojuro,6,0
Tengen,Shinjuro,12,0
Tengen,Kanata,5,0
Tengen,Kiriya,6,0
Tengen,Senjuro,6,0
Muichiro,Sanemi,44,4
Muichiro,Hotaru,5,4
Muichiro,Kotetsu,57,4
Muichiro,Hantengu,22,4
Muichiro,Kozo,51,4
Muichiro,Urogi,5,4
Muichiro,Yuichiro,37,4
Muichiro,Gyokko,48,4
Muichiro,Genya,45,4
Muichiro,Nakime,5,4
Muichiro,Kokushibo,144,4
Muichiro,Yoriichi,5,4
Sanemi,Kyojuro,6,3
Sanemi,Genya,161,3
Sanemi,Sekido,5,3
Sanemi,Kanao,5,3
Sanemi,Kokushibo,184,3
Sanemi,Masachika,23,3
Sanemi,Kanae,5,3
Sanemi,Yoriichi,5,3
Sanemi,Yuichiro,5,3
Sanemi,Kiriya,10,3
Kyojuro,Enmu,16,3
Kyojuro,Senjuro,43,3
Kyojuro,Akaza,135,3
Kyojuro,Shinjuro,11,3
Kyojuro,Hotaru,5,3
Kyojuro,Daki,6,3
Kyojuro,Goto,5,3
Kanao,Kiyo,17,3
Kanao,Naho,15,3
Kanao,Aoi,16,3
Kanao,Sumiyoshi,10,3
Kanao,Goto,5,3
Kanao,Kanae,17,3
Kanao,Kuina,6,3
Kanao,Akaza,5,3
Kanao,Doma,11,3
Kanao,Kotoha,6,3
Aoi,Naho,12,3
Aoi,Goto,5,3
Aoi,Sumi,12,3
Kiyo,Naho,12,3
Kiyo,Sumi,18,3
Naho,Sumi,24,3
Naho,Hotaru,5,3
Naho,Doma,5,3
Naho,Sumihiko,6,3
Senjuro,Shinjuro,12,4
Senjuro,Akaza,6,4
Senjuro,Genya,5,4
Akaza,Gyokko,10,3
Akaza,Kokushibo,30,3
Akaza,Hantengu,5,3
Akaza,Gyutaro,6,3
Akaza,Keizo,16,3
Akaza,Koyuki,26,3
Akaza,Kanae,5,3
Shinjuro,Kanata,5,2
Shinjuro,Kiriya,6,2
Shinjuro,Suma,5,2
Hotaru,Tecchin,5,4
Hotaru,Kotetsu,16,4
Hotaru,Karaku,5,4
Hotaru,Hantengu,6,4
Hotaru,Gyokko,5,4
Hotaru,Kozo,5,4
Hotaru,Goto,6,4
Hotaru,Genya,5,4
Koinatsu,Suma,5,0
Koinatsu,Daki,12,0
Koinatsu,Hinatsuru,5,0
Suma,Makio,12,0
Suma,Hinatsuru,12,0
Makio,Hinatsuru,18,0
Hinatsuru,Daki,10,0
Hinatsuru,Gyutaro,27,0
Omitsu,Daki,12,0
Daki,Gyutaro,33,0
Gyutaro,Hantengu,5,0
Chachamaru,Kiriya,5,2
Gyokko,Kokushibo,5,4
Gyokko,Kozo,5,4
Kokushibo,Kaigaku,11,4
Kokushibo,Genya,117,4
Kokushibo,Yoriichi,57,4
Kokushibo,Michikatsu,5,4
Hantengu,Sumiyoshi,5,4
Hantengu,Sekido,5,4
Hantengu,Aizetsu,11,4
Hantengu,Genya,25,4
Hantengu,Karaku,5,4
Hantengu,Zohakuten,6,4
Sumiyoshi,Yoriichi,43,5
Sumiyoshi,Sumire,5,5
Goto,Yoshiteru,6,3
Genya,Karaku,5,4
Genya,Urogi,5,4
Genya,Aizetsu,35,4
Genya,Sekido,38,4
Genya,Zohakuten,5,4
Genya,Kotetsu,6,4
Genya,Yoriichi,6,4
Kotetsu,Kozo,28,4
Kotetsu,Sekido,5,4
Sekido,Karaku,30,4
Sekido,Aizetsu,15,4
Karaku,Aizetsu,5,4
Karaku,Urogi,6,4
Urogi,Aizetsu,5,4
Yuichiro,Aoba,5,6
Yuichiro,Toko,5,6
Nichika,Hinaki,6,2
Nichika,Kanata,5,2
Kanae,Doma,15,3
Kaigaku,Jigoro,37,6
Kanata,Kuina,18,2
Kanata,Kiriya,22,2
Kanata,Sumihiko,5,2
Kanata,Yoshiteru,20,2
Kanata,Toko,6,2
Kuina,Kiriya,12,2
Jigoro,Sumihiko,6,6
Keizo,Koyuki,38,3
Yoriichi,Michikatsu,144,5
Yoriichi,Suyako,12,5
Yoriichi,Sumire,6,5
Yoriichi,Uta,26,5
Suyako,Sumire,5,5
Sumihiko,Yoshiteru,5,6
Sumihiko,Sanehiro,11,6
Sumihiko,Tojuro,23,6
Yoshiteru,Toko,20,6
Yoshiteru,Tenma,6,6
Yoshiteru,Aoba,5,6
Yoshiteru,Tojuro,5,6
Toko,Tenma,6,6
Toko,Aoba,11,6
Sanehiro,Tojuro,5,6
