timestep,node,infected,risky
10,201647608,1,0
10,202684920,0,0
10,189837818,0,0
10,198733304,1,0
10,229115387,1,0
10,14105085,0,0
10,63998462,1,0
10,14607883,0,0
10,186378767,1,0
10,59475472,1,0
10,57803282,0,0
10,8403475,1,0
10,9124374,1,0
10,220768796,0,0
10,14415392,0,0
10,218470947,0,0
10,182751789,1,0
10,29493812,0,0
10,161786432,0,0
10,214146636,0,0
10,216018514,1,0
10,10596950,0,0
10,73895512,1,0
10,15298141,1,0
10,191098462,1,0
10,183423583,0,0
10,196945510,1,0
10,179364462,1,0
10,176407152,0,0
10,199012976,0,0
10,186662514,1,0
10,195203706,0,0
10,108678782,1,0
10,199842432,1,0
10,9795205,0,0
10,9246344,0,0
10,413321,1,0
10,226206347,1,0
10,226058893,1,0
10,7964302,1,0
10,198394510,0,0
10,158069392,1,0
10,13379218,1,0
10,136264352,1,0
10,7984807,1,0
10,209843887,1,0
10,224808631,0,0
10,13533889,1,0
10,186137286,0,0
10,216963792,1,0
10,164229842,0,0
10,183381715,1,0
10,60613332,0,0
10,193563349,0,0
10,209378020,0,0
10,6595301,1,0
10,214482662,1,0
10,185874155,0,0
10,228677357,0,0
10,228848370,1,0
10,173228792,0,0
10,30753532,1,0
10,119562002,1,0
10,166085402,1,0
10,13815593,0,0
10,13125423,1,0
10,6841143,0,0
10,196792121,1,0
10,105594682,1,0
10,112175942,0,0
10,106022732,1,0
10,189613918,1,0
10,11114354,1,0
10,224506741,0,0
10,93868922,1,0
10,137821062,1,0
10,233754508,1,0
10,189397906,1,0
10,91021212,0,0
10,74011552,0,0
10,201161632,1,0
10,221735839,0,0
10,226111392,0,0
10,234595237,0,0
10,6042535,0,0
10,4128698,0,0
10,130952122,0,0
10,230694847,0,0
10,232869824,1,0
10,19658701,1,0
10,121615312,0,0
10,224399317,0,0
10,214844397,1,0
10,11901946,1,0
10,111622142,0,0
10,213745765,1,0
10,197928971,0,0
10,11863051,1,0
10,184231948,0,0
10,92069902,0,0
10,183847951,0,0
10,105281552,1,0
10,205708300,1,0
10,209074193,1,0
10,201314326,1,0
10,200526872,0,0
10,221789220,0,0
10,220484652,0,0
10,210934831,0,0
10,35074102,0,0
10,24446012,0,0
10,225240127,0,0
10,10261574,0,0
10,195158087,0,0
10,185909326,1,0
10,201390176,0,0
10,227700839,1,0
10,198396008,1,0
10,211709033,0,0
10,215523433,0,0
10,12896366,0,0
10,210080880,0,0
10,212933746,0,0
10,13985911,0,0
10,205305981,1,0
10,198097027,0,0
10,207006853,0,0
10,194290824,0,0
10,192364686,1,0
10,236261522,1,0
10,19452051,0,0
10,13724820,0,0
10,219048088,0,0
10,221314205,0,0
10,212623518,1,0
10,214769824,1,0
10,214184103,0,0
10,160278702,0,0
10,76402872,1,0
10,187749564,1,0
10,192229571,0,0
10,201336011,1,0
10,216459467,0,0
10,207762638,0,0
10,202656982,0,0
10,219747546,0,0
10,213445859,0,0
10,197731563,0,0
10,230942958,0,0
10,4801776,0,0
10,233679088,1,0
10,201454843,0,0
10,185489661,0,0
10,217228541,0,0
10,195435788,0,0
10,231331086,1,0
10,54215962,0,0
10,215840029,0,0
10,222348578,0,0
10,15519011,0,0
10,6770985,1,0
10,219288875,0,0
10,185565488,1,0
10,205993266,0,0
10,203314488,0,0
10,3914044,0,0
10,222831936,0,0
10,215738689,1,0
10,231313741,0,0
10,217865556,0,0
10,32741722,1,0
10,216750436,0,0
10,206096745,0,0
10,187174255,0,0
10,213405039,0,0
10,195523953,0,0
10,207502711,0,0
10,211053955,0,0
10,3190152,1,0
10,220850569,0,0
10,55696782,0,0
10,227473810,0,0
10,229691807,0,0
10,231316897,0,0
10,217723299,1,0
10,191112612,1,0
10,128294312,0,0
10,182121902,1,0
10,87567792,0,0
10,210754994,0,0
10,224243134,1,0
11,195657825,1,0
11,14670871,0,1
11,81247262,1,0
11,225795116,1,0
11,194923584,1,0
11,193256517,1,0
11,182873170,1,0
11,22535251,1,0
11,198233173,1,0
11,204655705,1,0
11,205233254,1,0
11,228998249,1,0
11,14486634,1,0
11,104160362,0,1
11,231320697,1,0
11,134601852,1,0
11,206261374,1,0
11,208813186,1,0
11,220028036,1,0
11,146791582,1,1
11,128674982,1,0
11,14687401,1,0
11,183528621,1,0
11,7670958,0,1
11,192867505,1,0
11,198548663,0,1
11,192404675,1,0
11,202566856,1,0
11,15359191,1,0
11,197901531,1,0
11,209775846,1,0
11,232746220,1,0
11,6515953,1,0
11,192863475,0,1
11,8813813,1,0
11,200043768,1,0
11,156626172,0,1
11,83381502,1,1
11,53566722,1,0
11,8346884,1,0
11,60857612,0,1
11,206843171,1,0
11,206400804,1,0
11,228125989,1,0
11,206900520,1,0
11,163802412,1,0
11,206286130,0,1
11,223333685,1,0
11,113528122,1,0
11,210058571,1,0
11,12266827,1,0
11,49724752,1,0
11,196386128,0,1
11,93060442,1,0
11,138128732,0,1
11,44903772,1,1
11,197541214,0,1
11,206159203,1,0
11,204184942,0,1
11,62106992,0,1
11,215952752,1,0
11,5655924,1,0
11,107126142,1,0
11,94461312,1,0
11,13962628,1,0
11,196271495,1,0
11,167296392,1,0
11,193752457,1,1
11,195390861,1,0
11,138382742,1,0
11,184704407,1,0
11,10026392,1,0
11,12258718,1,0
11,231812516,0,1
11,203836837,0,1
11,190672293,1,0
11,195145131,1,0
11,228625838,1,0
11,206179761,1,0
11,210931124,1,0
11,13991355,1,0
11,150289852,1,0
11,221838783,1,1
11,191765963,1,0
11,59162062,1,0
11,184999379,0,1
11,100343252,1,0
11,163565012,1,0
11,230837722,1,0
11,211840475,0,1
11,146451932,0,1
11,207023582,1,0
11,201948638,1,0
11,198385125,0,1
11,207908326,0,1
11,200695272,0,1
11,114757102,0,1
11,30854652,1,0
11,208625151,0,1
11,237567497,0,1
11,59264522,0,1
11,184626697,1,0
11,221998611,1,0
11,11247133,0,1
11,221191725,0,1
11,5652014,0,1
11,224386605,0,1
11,223055408,0,1
11,181292592,1,0
11,188857906,0,1
11,200625715,0,1
11,205270580,0,1
11,231054908,1,0
11,189718080,1,1
11,3612228,0,1
11,205233737,1,0
11,14229085,1,1
11,191233632,0,1
11,196669034,1,1
11,207240812,0,1
11,65072762,1,0
11,217714304,1,0
11,197598849,0,1
11,184012417,0,1
11,136097412,0,1
11,211086982,1,0
11,230669960,1,0
11,11808392,0,1
11,194875027,0,1
11,198385300,1,0
11,185790102,0,1
11,84201112,1,0
11,213073561,1,0
11,200498845,1,0
11,183799454,0,0
11,188649123,0,0
11,206835363,1,0
11,229519013,0,0
11,120147622,0,0
11,59465382,0,0
11,226393774,1,0
11,144256692,1,0
11,191159999,1,0
11,14225093,0,0
11,212623048,1,0
11,16019151,0,0
11,113798872,0,0
11,194338521,0,0
11,186187494,0,0
11,220225255,0,0
11,51490542,0,0
11,103288562,1,0
11,188567282,0,0
11,10743543,0,0
11,9219838,0,0
11,200052480,0,0
11,158002952,0,0
11,4353803,1,0
11,214241035,1,0
11,199499533,1,0
11,205913902,0,0
11,187273009,1,0
11,220843827,0,0
11,108670772,0,0
11,208174900,0,0
11,184991548,0,0
11,198205248,1,0
11,187256640,1,0
11,43712322,1,0
11,78520132,0,0
11,186904388,0,0
11,189685577,0,0
11,203468630,0,0
11,18943841,0,0
11,205496163,0,0
11,203730789,0,0
11,8785766,0,0
11,192229223,0,0
11,197234536,0,0
11,188100470,0,0
11,49397622,1,0
11,6057849,1,0
11,149172092,0,0
11,175300482,0,0
11,3436418,0,0
11,196095880,0,0
11,208965513,1,0
11,208015243,0,0
11,158465932,1,0
11,54914962,0,0
11,225509283,0,0
11,185409444,0,0
11,156270502,0,0
11,192032680,0,0
11,130158522,1,0
11,188190655,0,0
11,230285247,0,0
11,230969285,0,0
11,225226693,0,0
11,200548296,1,0
11,188530638,1,0
11,227524561,0,0
11,188010474,0,0
11,216489965,0,0
11,6758382,0,0
11,11149295,0,0
11,202424309,1,0
11,233426938,1,0
11,209453152,1,0
11,128991232,0,0
11,146040842,1,0
11,188194830,0,0
11,226779164,0,0
11,137420832,0,0
11,140965932,1,0
11,211365934,1,0
11,201822256,0,0
11,98742322,0,0
11,20238391,1,0
11,199290936,0,0
11,215619639,0,0
11,13547579,1,0
11,199602237,0,0
11,14532681,0,0
11,188297294,0,0
11,21563471,0,0
11,156086352,1,0
11,187254868,0,0
11,38506582,1,0
11,56997982,1,0
11,9105503,1,0
11,221423715,0,0
11,7485542,1,0
11,148211832,1,0
11,12505220,0,0
11,190939281,1,0
11,81924252,0,0
11,95860892,1,0
11,187639969,0,0
11,2179235,1,0
11,198066340,1,0
11,129122472,0,0
11,12925101,0,0
11,202119345,0,0
11,207370422,0,0
11,191758521,0,0
11,82284732,0,0
11,29532352,1,0
11,10758349,0,0
11,216723661,0,0
11,43573462,0,0
11,203055322,1,0
11,220555487,0,0
11,174031072,1,0
11,210137314,0,0
11,33155302,0,0
11,14051566,0,0
11,224954611,0,0
11,159654132,1,0
11,1962233,0,0
11,189401341,0,0
11,208840957,1,0
11,208066820,0,0
11,217663750,0,0
11,10066189,0,0
11,208083240,0,0
11,187572521,1,0
11,209099058,0,0
11,6961459,1,0
11,210807107,0,0
11,203192644,0,0
11,188348741,1,0
11,198117708,0,0
11,109089102,0,0
11,185532751,0,0
11,8921426,1,0
11,191512916,0,0
11,37118292,1,0
11,213901653,1,0
11,174057822,1,0
11,191220068,0,0
11,45298022,0,0
11,13678954,0,0
11,7559534,1,0
11,15284591,0,0
11,215179635,0,0
11,194742643,0,0
11,191621498,1,0
11,211190144,0,0
11,5173635,0,0
11,28608902,1,0
11,93983122,0,0
11,207499677,0,0
11,228370847,1,0
11,41855402,1,0
11,146112942,1,0
11,210649524,0,0
11,635319,0,0
11,13273531,1,0
11,5579198,1,0
11,220297664,1,0
11,8079808,0,0
11,71424452,1,0
11,150907332,0,0
11,6603223,0,0
11,208253400,1,0
11,10553819,1,0
11,229693920,0,0
11,209660386,0,0
11,190761456,1,0
11,130988532,1,0
11,205535742,1,0
11,13687304,1,0
11,226310667,0,0
11,64455192,0,0
11,226128410,0,0
11,207583772,0,0
11,32809502,0,0
11,224336417,0,0
11,195951151,0,0
11,125274672,1,0
11,53516852,0,0
11,211006026,0,0
11,233859668,0,0
11,110832222,1,0
11,137261662,1,0
11,195301990,0,0
11,212243049,1,0
11,179884652,0,0
11,227414637,1,0
11,222288505,1,0
11,212054650,0,0
11,177009282,0,0
11,209447556,1,0
11,229831302,1,0
11,85715592,0,0
11,13582987,0,0
11,11416204,1,0
11,184586892,1,0
11,200790668,0,0
11,8473236,0,0
11,201800343,1,0
11,33198752,0,0
11,121705122,1,0
11,195574437,0,0
11,4602540,0,0
11,57041582,0,0
11,181531312,0,0
11,183556787,0,0
11,9702068,0,0
11,44927672,0,0
11,228682424,1,0
11,223312572,0,0
11,196725445,1,0
11,58950342,1,0
11,207563463,0,0
11,12229328,1,0
11,109826772,1,0
11,195654361,0,0
11,9745115,1,0
11,13501170,1,0
11,161561332,0,0
11,205257465,0,0
11,137411322,1,0
11,33628922,1,0
11,207788795,1,0
11,203281152,1,0
11,227480320,0,0
11,209216260,1,0
11,12757769,0,0
11,99924752,0,0
11,40221462,1,0
11,213568281,0,0
11,200735518,0,0
11,223910698,0,0
11,41954092,1,0
11,212038445,1,0
11,198380339,1,0
11,6765365,0,0
11,11221820,1,0
11,149975872,1,0
11,226437965,1,0
11,222712658,0,0
11,9278294,0,0
11,223738717,0,0
11,223646557,0,0
11,47618912,1,0
11,216267622,0,0
11,210561896,0,0
11,227869544,1,0
11,10234731,1,0
11,207401844,1,0
11,131523452,1,0
11,192033663,1,0
11,119628682,1,0
11,98198412,0,0
11,189633429,0,0
11,216955806,0,0
11,33659822,0,0
11,202787758,0,0
11,13702065,1,0
11,216421300,0,0
11,233675700,0,0
11,14390209,0,0
11,190026711,1,0
11,229188569,0,0
11,208350173,1,0
11,51485662,1,0
11,229692381,1,0
11,4088809,1,0
11,38591482,0,0
11,208176128,0,0
11,140274692,0,0
11,193248264,1,0
11,91626512,1,0
11,198188049,0,0
11,111592472,0,0
11,190147610,0,0
11,213568542,1,0
11,204524586,0,0
11,7726130,1,0
11,3380276,1,0
11,205704257,0,0
11,154920002,0,0
11,14160964,0,0
11,124310602,0,0
11,81970252,0,0
11,206296158,0,0
11,9340001,0,0
11,126323812,0,0
11,185422955,1,0
11,184792175,0,0
11,201774191,1,0
11,10083446,0,0
11,72379512,0,0
11,100099192,0,0
11,59892862,0,0
11,221385858,1,0
11,215876742,0,0
11,216034438,1,0
11,205677713,0,0
11,198067348,0,0
11,83029142,0,0
11,183223448,0,0
11,192965786,0,0
11,49743012,0,0
11,13667508,1,0
11,229717183,1,0
11,183297218,0,0
11,207287492,0,0
11,209407174,1,0
11,45178062,0,0
11,213200089,0,0
11,81196252,1,0
11,185591004,0,0
11,189574367,1,0
11,35218662,1,0
11,212577516,1,0
11,58756332,1,0
11,5985520,0,0
11,195757297,0,0
11,235689203,0,0
11,82238712,1,0
11,218975482,0,0
11,103496962,0,0
11,152786182,0,0
11,46486792,1,0
11,220902665,0,0
11,225555724,1,0
11,115037452,0,0
11,207265038,0,0
11,161041682,0,0
11,191966482,1,0
11,220867862,1,0
11,3710232,0,0
11,188527897,0,0
11,190717209,1,0
11,182574366,1,0
11,205874466,0,0
11,53695782,0,0
11,190055719,0,0
11,10716469,0,0
11,43871542,0,0
11,188671296,1,0
11,221259073,0,0
11,212770120,0,0
11,218062154,0,0
11,58619242,1,0
11,28245362,1,0
11,14173571,1,0
11,211363204,0,0
11,11462026,1,0
11,202597783,0,0
11,207420826,0,0
11,3614107,0,0
11,212108700,1,0
11,11742625,0,0
11,197066151,1,0
11,35235252,0,0
11,9831878,0,0
11,8979910,1,0
11,10743245,1,0
11,140103122,0,0
11,96869842,1,0
11,113362402,0,0
11,9999847,0,0
11,118484462,0,0
11,216780271,1,0
11,8809972,1,0
11,216927741,1,0
11,205954558,1,0
11,11107841,0,0
11,210818574,1,0
11,113655312,1,0
11,208352792,1,0
11,10055195,1,0
11,224165408,1,0
11,208188965,0,0
11,208389674,1,0
11,229418539,1,0
11,9043499,0,0
11,208125485,1,0
11,182763054,0,0
11,58682932,0,0
11,225949237,1,0
11,209432118,0,0
11,206624315,1,0
11,195288637,1,0
11,206282306,1,0
11,223348295,1,0
11,211621454,1,0
11,2573903,0,0
11,216186447,0,0
11,199104094,0,0
11,41473632,0,0
11,34633322,1,0
11,211377778,1,0
11,104091252,1,0
11,70403712,1,0
11,233387655,1,0
11,179019412,0,0
11,183015093,0,0
11,198399671,0,0
11,9475768,1,0
11,187025081,0,0
11,9422523,1,0
11,17319611,0,0
11,219764412,0,0
11,4720318,1,0
11,204097214,1,0
11,227530431,1,0
11,188589763,1,0
11,209360581,1,0
11,32671432,0,0
11,50452172,0,0
11,74272472,1,0
11,161847002,1,0
11,62662372,0,0
11,9455335,0,0
11,217476844,0,0
11,211400429,0,0
11,10514162,1,0
11,10878718,1,0
11,189431560,0,0
11,28294922,0,0
11,6055703,0,0
11,177731352,1,0
11,202919711,0,0
11,221724454,1,0
11,204318533,1,0
11,31901512,0,0
11,1726285,1,0
11,221830992,0,0
11,72367952,1,0
11,13614935,1,0
11,11173720,1,0
11,224483168,0,0
11,221437801,0,0
11,186247021,0,0
11,190076793,0,0
11,183119747,0,0
11,5166997,0,0
11,211611544,0,0
11,110905242,0,0
11,5838751,1,0
11,198309808,0,0
11,214323124,1,0
11,13260727,1,0
11,137230272,1,0
11,238696387,0,0
11,192419782,1,0
11,216092618,1,0
11,45002702,1,0
11,206280668,1,0
11,237311969,0,0
11,187496418,1,0
11,8869875,0,0
11,226897907,1,0
11,196614133,1,0
11,195569654,1,0
11,217679870,1,0
11,228655199,1,0
11,210011139,1,0
11,213008387,0,0
11,13018119,1,0
11,30936082,1,0
11,26706942,1,0
11,227805212,1,0
11,172136492,1,0
11,205502516,0,0
11,206590005,0,0
11,149104712,1,0
11,3834957,0,0
11,53054542,0,0
11,53452882,0,0
11,21489751,0,0
11,93765722,1,0
11,184029284,0,0
11,100333672,1,0
11,14631019,1,0
11,202105967,1,0
11,97593462,0,0
11,10575998,1,0
11,4695167,0,0
11,48947332,0,0
11,224332940,0,0
11,188179597,0,0
11,106513552,1,0
11,7631008,1,0
11,189350049,0,0
11,197068964,0,0
11,188534952,1,0
11,185881770,0,0
11,7599276,0,0
11,155052242,0,0
11,185407708,0,0
11,205196518,0,0
11,207298792,0,0
11,208853225,0,0
11,190211306,1,0
11,185439469,1,0
11,178011382,1,0
11,197934327,1,0
11,66358532,0,0
11,201497860,1,0
11,9611536,1,0
11,207293721,1,0
11,11778333,1,0
11,20531501,1,0
11,198499631,1,0
11,207854895,1,0
11,195896627,0,0
11,190896444,1,0
11,205576520,0,0
11,16136521,1,0
11,184530249,0,0
11,213226825,0,0
11,229030228,1,0
11,205933914,0,0
11,223569254,0,0
11,199930215,0,0
11,227770731,0,0
11,182531437,1,0
11,194629997,0,0
11,150039922,1,0
11,206922099,0,0
11,73959802,0,0
11,7227770,0,0
11,185576827,0,0
11,189671808,0,0
11,83808642,0,0
11,214078851,1,0
11,190044564,1,0
11,203912599,1,0
11,13587871,1,0
11,218064297,1,0
11,144590252,0,0
11,12098992,0,0
11,25185712,1,0
11,185471408,0,0
11,227981745,0,0
11,182997429,0,0
11,61238712,0,0
11,6779322,1,0
11,198894011,1,0
11,101674432,1,0
11,59738562,1,0
11,14621123,1,0
11,219462083,0,0
11,230279623,0,0
11,123283912,1,0
11,213028297,0,0
11,183783884,1,0
11,220831181,0,0
11,28045782,1,0
11,192668123,1,0
11,12394991,0,0
11,211479025,1,0
11,215293429,0,0
11,201647608,1,0
11,202684920,0,0
11,189837818,0,0
11,198733304,1,0
11,229115387,1,0
11,14105085,0,0
11,63998462,1,0
11,14607883,0,0
11,186378767,1,0
11,59475472,1,0
11,57803282,0,0
11,8403475,1,0
11,9124374,1,0
11,220768796,0,0
11,14415392,0,0
11,218470947,0,0
11,182751789,1,0
11,29493812,0,0
11,161786432,0,0
11,214146636,0,0
11,216018514,1,0
11,10596950,0,0
11,73895512,1,0
11,15298141,1,0
11,191098462,1,0
11,183423583,0,0
11,196945510,1,0
11,179364462,1,0
11,176407152,1,0
11,199012976,0,0
11,186662514,1,0
11,195203706,1,0
11,108678782,1,0
11,199842432,1,0
11,9795205,0,0
11,9246344,0,0
11,413321,1,0
11,226206347,1,0
11,226058893,1,0
11,7964302,1,0
11,198394510,0,0
11,158069392,1,0
11,13379218,1,0
11,136264352,1,0
11,7984807,1,0
11,209843887,1,0
11,224808631,0,0
11,13533889,1,0
11,186137286,0,0
11,216963792,1,0
11,164229842,0,0
11,183381715,1,0
11,60613332,0,0
11,193563349,0,0
11,209378020,0,0
11,6595301,1,0
11,214482662,1,0
11,185874155,0,0
11,228677357,0,0
11,228848370,1,0
11,173228792,0,0
11,30753532,1,0
11,119562002,1,0
11,166085402,1,0
11,13815593,0,0
11,13125423,1,0
11,6841143,0,0
11,196792121,1,0
11,105594682,1,0
11,112175942,0,0
11,106022732,1,0
11,189613918,1,0
11,11114354,1,0
11,224506741,0,0
11,93868922,1,0
11,137821062,1,0
11,233754508,1,0
11,189397906,1,0
11,91021212,0,0
11,74011552,0,0
11,201161632,1,0
11,221735839,0,0
11,226111392,0,0
11,234595237,0,0
11,6042535,0,0
11,4128698,0,0
11,130952122,0,0
11,230694847,0,0
11,232869824,1,0
11,19658701,1,0
11,121615312,0,0
11,224399317,0,0
11,214844397,1,0
11,11901946,1,0
11,111622142,0,0
11,213745765,1,0
11,197928971,0,0
11,11863051,1,0
11,184231948,0,0
11,92069902,0,0
11,183847951,0,0
11,105281552,1,0
11,205708300,1,0
11,209074193,1,0
11,201314326,1,0
11,200526872,0,0
11,221789220,0,0
11,220484652,0,0
11,210934831,0,0
11,35074102,0,0
11,24446012,0,0
11,225240127,0,0
11,10261574,0,0
11,195158087,0,0
11,185909326,1,0
11,201390176,0,0
11,227700839,1,0
11,198396008,1,0
11,211709033,0,0
11,215523433,0,0
11,12896366,0,0
11,210080880,0,0
11,212933746,0,0
11,13985911,0,0
11,205305981,1,0
11,198097027,0,0
11,207006853,0,0
11,194290824,0,0
11,192364686,1,0
11,236261522,1,0
11,19452051,0,0
11,13724820,0,0
11,219048088,0,0
11,221314205,0,0
11,212623518,1,0
11,214769824,1,0
11,214184103,0,0
11,160278702,0,0
11,76402872,1,0
11,187749564,1,0
11,192229571,0,0
11,201336011,1,0
11,216459467,0,0
11,207762638,0,0
11,202656982,0,0
11,219747546,0,0
11,213445859,0,0
11,197731563,0,0
11,230942958,0,0
11,4801776,0,0
11,233679088,1,0
11,201454843,0,0
11,185489661,0,0
11,217228541,0,0
11,195435788,0,0
11,231331086,1,0
11,54215962,0,0
11,215840029,0,0
11,222348578,0,0
11,15519011,0,0
11,6770985,1,0
11,219288875,0,0
11,185565488,1,0
11,205993266,0,0
11,203314488,0,0
11,3914044,0,0
11,222831936,0,0
11,215738689,1,0
11,231313741,0,0
11,217865556,0,0
11,32741722,1,0
11,216750436,0,0
11,206096745,0,0
11,187174255,0,0
11,213405039,0,0
11,195523953,0,0
11,207502711,0,0
11,211053955,0,0
11,3190152,1,0
11,220850569,0,0
11,55696782,0,0
11,227473810,0,0
11,229691807,0,0
11,231316897,0,0
11,217723299,1,0
11,191112612,1,0
11,128294312,0,0
11,182121902,1,0
11,87567792,0,0
11,210754994,0,0
11,224243134,1,0
12,195657825,1,0
12,14670871,1,1
12,81247262,1,0
12,225795116,1,0
12,194923584,1,0
12,193256517,1,0
12,182873170,1,0
12,22535251,1,0
12,198233173,1,0
12,204655705,1,0
12,205233254,1,0
12,228998249,1,0
12,14486634,1,0
12,104160362,0,1
12,231320697,1,0
12,134601852,1,0
12,206261374,1,0
12,208813186,1,0
12,220028036,1,0
12,146791582,1,0
12,128674982,1,0
12,14687401,1,0
12,183528621,1,0
12,7670958,0,1
12,192867505,1,0
12,198548663,0,1
12,192404675,1,0
12,202566856,1,0
12,15359191,1,0
12,197901531,1,0
12,209775846,1,0
12,232746220,1,0
12,6515953,1,0
12,192863475,0,1
12,8813813,1,0
12,200043768,1,0
12,156626172,1,1
12,83381502,1,0
12,53566722,1,0
12,8346884,1,0
12,60857612,0,1
12,206843171,1,0
12,206400804,1,0
12,228125989,1,0
12,206900520,1,0
12,163802412,1,0
12,206286130,0,1
12,223333685,1,0
12,113528122,1,0
12,210058571,1,0
12,12266827,1,0
12,49724752,1,0
12,196386128,0,1
12,93060442,1,0
12,138128732,0,1
12,44903772,1,0
12,197541214,0,1
12,206159203,1,0
12,204184942,0,1
12,62106992,0,1
12,215952752,1,0
12,5655924,1,0
12,107126142,1,0
12,94461312,1,0
12,13962628,1,0
12,196271495,1,0
12,167296392,1,0
12,193752457,1,0
12,195390861,1,0
12,138382742,1,0
12,184704407,1,0
12,10026392,1,0
12,12258718,1,0
12,231812516,0,1
12,203836837,0,1
12,190672293,1,0
12,195145131,1,0
12,228625838,1,0
12,206179761,1,0
12,210931124,1,0
12,13991355,1,0
12,150289852,1,0
12,221838783,1,0
12,191765963,1,0
12,59162062,1,0
12,184999379,0,1
12,100343252,1,0
12,163565012,1,0
12,230837722,1,0
12,211840475,0,1
12,146451932,0,1
12,207023582,1,0
12,201948638,1,0
12,198385125,0,1
12,207908326,0,1
12,200695272,1,1
12,114757102,1,1
12,30854652,1,0
12,208625151,0,1
12,237567497,0,1
12,59264522,0,1
12,184626697,1,0
12,221998611,1,0
12,11247133,1,1
12,221191725,0,1
12,5652014,0,1
12,224386605,0,1
12,223055408,0,1
12,181292592,1,0
12,188857906,1,1
12,200625715,0,1
12,205270580,1,1
12,231054908,1,0
12,189718080,1,0
12,3612228,0,1
12,205233737,1,0
12,14229085,1,0
12,191233632,0,1
12,196669034,1,0
12,207240812,0,1
12,65072762,1,0
12,217714304,1,0
12,197598849,0,1
12,184012417,0,1
12,136097412,0,1
12,211086982,1,0
12,230669960,1,0
12,11808392,0,1
12,194875027,0,1
12,198385300,1,0
12,185790102,1,1
12,84201112,1,0
12,213073561,1,0
12,200498845,1,0
12,183799454,0,1
12,188649123,0,1
12,206835363,1,0
12,229519013,0,1
12,120147622,0,1
12,59465382,0,1
12,226393774,1,0
12,144256692,1,0
12,191159999,1,0
12,14225093,0,1
12,212623048,1,0
12,16019151,0,1
12,113798872,0,1
12,194338521,0,0
12,186187494,0,0
12,220225255,0,0
12,51490542,0,0
12,103288562,1,0
12,188567282,0,0
12,10743543,0,0
12,9219838,0,0
12,200052480,0,0
12,158002952,0,0
12,4353803,1,0
12,214241035,1,0
12,199499533,1,0
12,205913902,0,0
12,187273009,1,0
12,220843827,0,0
12,108670772,0,0
12,208174900,0,0
12,184991548,0,0
12,198205248,1,0
12,187256640,1,0
12,43712322,1,0
12,78520132,0,0
12,186904388,0,0
12,189685577,0,0
12,203468630,0,0
12,18943841,0,0
12,205496163,0,0
12,203730789,0,0
12,8785766,0,0
12,192229223,0,0
12,197234536,0,0
12,188100470,0,0
12,49397622,1,0
12,6057849,1,0
12,149172092,0,0
12,175300482,0,0
12,3436418,0,0
12,196095880,0,0
12,208965513,1,0
12,208015243,0,0
12,158465932,1,0
12,54914962,1,0
12,225509283,0,0
12,185409444,0,0
12,156270502,0,0
12,192032680,0,0
12,130158522,1,0
12,188190655,0,0
12,230285247,0,0
12,230969285,0,0
12,225226693,0,0
12,200548296,1,0
12,188530638,1,0
12,227524561,1,0
12,188010474,0,0
12,216489965,0,0
12,6758382,0,0
12,11149295,0,0
12,202424309,1,0
12,233426938,1,0
12,209453152,1,0
12,128991232,0,0
12,146040842,1,0
12,188194830,0,0
12,226779164,0,0
12,137420832,0,0
12,140965932,1,0
12,211365934,1,0
12,201822256,0,0
12,98742322,0,0
12,20238391,1,0
12,199290936,0,0
12,215619639,0,0
12,13547579,1,0
12,199602237,0,0
12,14532681,0,0
12,188297294,1,0
12,21563471,0,0
12,156086352,1,0
12,187254868,0,0
12,38506582,1,0
12,56997982,1,0
12,9105503,1,0
12,221423715,0,0
12,7485542,1,0
12,148211832,1,0
12,12505220,0,0
12,190939281,1,0
12,81924252,0,0
12,95860892,1,0
12,187639969,0,0
12,2179235,1,0
12,198066340,1,0
12,129122472,0,0
12,12925101,0,0
12,202119345,0,0
12,207370422,0,0
12,191758521,0,0
12,82284732,0,0
12,29532352,1,0
12,10758349,0,0
12,216723661,0,0
12,43573462,0,0
12,203055322,1,0
12,220555487,0,0
12,174031072,1,0
12,210137314,0,0
12,33155302,0,0
12,14051566,0,0
12,224954611,1,0
12,159654132,1,0
12,1962233,0,0
12,189401341,0,0
12,208840957,1,0
12,208066820,0,0
12,217663750,0,0
12,10066189,0,0
12,208083240,0,0
12,187572521,1,0
12,209099058,0,0
12,6961459,1,0
12,210807107,0,0
12,203192644,0,0
12,188348741,1,0
12,198117708,0,0
12,109089102,0,0
12,185532751,0,0
12,8921426,1,0
12,191512916,0,0
12,37118292,1,0
12,213901653,1,0
12,174057822,1,0
12,191220068,0,0
12,45298022,0,0
12,13678954,0,0
12,7559534,1,0
12,15284591,0,0
12,215179635,0,0
12,194742643,0,0
12,191621498,1,0
12,211190144,0,0
12,5173635,0,0
12,28608902,1,0
12,93983122,0,0
12,207499677,0,0
12,228370847,1,0
12,41855402,1,0
12,146112942,1,0
12,210649524,0,0
12,635319,0,0
12,13273531,1,0
12,5579198,1,0
12,220297664,1,0
12,8079808,0,0
12,71424452,1,0
12,150907332,0,0
12,6603223,0,0
12,208253400,1,0
12,10553819,1,0
12,229693920,0,0
12,209660386,0,0
12,190761456,1,0
12,130988532,1,0
12,205535742,1,0
12,13687304,1,0
12,226310667,0,0
12,64455192,0,0
12,226128410,0,0
12,207583772,0,0
12,32809502,0,0
